SNo,Urn,JournalDate,PurchaseDate,ExpiryDate,Purchaser,Prefix,BondNumber,Denominations,IssueBranchCode,PayTeller
3458,8.47202E+20,10/23/2020,10/23/2020,11/6/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6836,10000000,847,6417329
3459,8.47202E+20,10/23/2020,10/23/2020,11/6/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6834,10000000,847,6417329
3460,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,OC,3894,10000000,1355,5137969
3461,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,TL,959,1000000,1355,5137969
3462,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,TL,943,1000000,1355,5137969
3463,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,TL,953,1000000,1355,5137969
3464,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,TL,949,1000000,1355,5137969
3465,1.3552E+21,10/23/2020,10/23/2020,11/6/2020,RATNAMANI METALS AND TUBES LTD,TL,962,1000000,1355,5137969
3466,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9004,10000000,300,7905165
3467,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9106,10000000,300,7905165
3468,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8962,10000000,300,7905165
3469,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9084,10000000,300,7905165
3470,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8986,10000000,300,7905165
3471,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9124,10000000,300,7905165
3472,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9036,10000000,300,7905165
3473,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9098,10000000,300,7905165
3474,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9074,10000000,300,7905165
3475,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9006,10000000,300,7905165
3476,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9020,10000000,300,7905165
3477,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9112,10000000,300,7905165
3478,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8966,10000000,300,7905165
3479,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9010,10000000,300,7905165
3480,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9002,10000000,300,7905165
3481,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9018,10000000,300,7905165
3482,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9120,10000000,300,7905165
3483,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9080,10000000,300,7905165
3484,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9114,10000000,300,7905165
3485,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9022,10000000,300,7905165
3486,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9040,10000000,300,7905165
3487,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8960,10000000,300,7905165
3488,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8976,10000000,300,7905165
3489,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9012,10000000,300,7905165
3490,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8964,10000000,300,7905165
3491,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8968,10000000,300,7905165
3492,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9102,10000000,300,7905165
3493,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9014,10000000,300,7905165
3494,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9016,10000000,300,7905165
3495,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8992,10000000,300,7905165
3496,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9034,10000000,300,7905165
3497,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9110,10000000,300,7905165
3498,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9028,10000000,300,7905165
3499,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9088,10000000,300,7905165
3500,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9090,10000000,300,7905165
3501,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9096,10000000,300,7905165
3502,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8952,10000000,300,7905165
3503,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9060,10000000,300,7905165
3504,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9082,10000000,300,7905165
3505,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8988,10000000,300,7905165
3506,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8994,10000000,300,7905165
3507,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9044,10000000,300,7905165
3508,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9104,10000000,300,7905165
3509,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9038,10000000,300,7905165
3510,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9078,10000000,300,7905165
3511,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9032,10000000,300,7905165
3512,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9130,10000000,300,7905165
3513,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9064,10000000,300,7905165
3514,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9122,10000000,300,7905165
3515,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9052,10000000,300,7905165
3516,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8996,10000000,300,7905165
3517,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9026,10000000,300,7905165
3518,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9118,10000000,300,7905165
3519,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9030,10000000,300,7905165
3520,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9116,10000000,300,7905165
3521,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9070,10000000,300,7905165
3522,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8984,10000000,300,7905165
3523,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9048,10000000,300,7905165
3524,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9062,10000000,300,7905165
3525,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9086,10000000,300,7905165
3526,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8970,10000000,300,7905165
3527,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9008,10000000,300,7905165
3528,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9024,10000000,300,7905165
3529,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9072,10000000,300,7905165
3530,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9066,10000000,300,7905165
3531,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8974,10000000,300,7905165
3532,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8958,10000000,300,7905165
3533,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9042,10000000,300,7905165
3534,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8956,10000000,300,7905165
3535,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8998,10000000,300,7905165
3536,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9050,10000000,300,7905165
3537,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9092,10000000,300,7905165
3538,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9056,10000000,300,7905165
3539,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9068,10000000,300,7905165
3540,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9100,10000000,300,7905165
3541,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8982,10000000,300,7905165
3542,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9000,10000000,300,7905165
3543,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9058,10000000,300,7905165
3544,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8972,10000000,300,7905165
3545,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9046,10000000,300,7905165
3546,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9128,10000000,300,7905165
3547,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8980,10000000,300,7905165
3548,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9126,10000000,300,7905165
3549,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9054,10000000,300,7905165
3550,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9094,10000000,300,7905165
3551,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9076,10000000,300,7905165
3552,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8978,10000000,300,7905165
3553,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8990,10000000,300,7905165
3554,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,9108,10000000,300,7905165
3555,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8954,10000000,300,7905165
3556,6.91202E+20,10/27/2020,10/27/2020,11/10/2020,JINDAL SAW LIMITED,OC,8198,10000000,691,3428540
3557,6.91202E+20,10/27/2020,10/27/2020,11/10/2020,JINDAL SAW LIMITED,OC,8117,10000000,691,3428540
3558,6.91202E+20,10/27/2020,10/27/2020,11/10/2020,JINDAL SAW LIMITED,OC,8113,10000000,691,3428540
3559,6.91202E+20,10/27/2020,10/27/2020,11/10/2020,JINDAL SAW LIMITED,OC,8200,10000000,691,3428540
3560,6.91202E+20,10/27/2020,10/27/2020,11/10/2020,JINDAL SAW LIMITED,OC,8115,10000000,691,3428540
3561,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6792,10000000,847,6417329
3562,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6790,10000000,847,6417329
3563,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6782,10000000,847,6417329
3564,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6794,10000000,847,6417329
3565,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6784,10000000,847,6417329
3566,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6776,10000000,847,6417329
3567,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6780,10000000,847,6417329
3568,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6786,10000000,847,6417329
3569,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6778,10000000,847,6417329
3570,8.47202E+20,10/27/2020,10/27/2020,11/10/2020,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,OC,6788,10000000,847,6417329
3571,4.1202E+19,10/27/2020,10/27/2020,11/10/2020,PENGUIN TRADING AND AGENCIES LIMITED,OC,4755,10000000,41,4455428
3572,4.1202E+19,10/27/2020,10/27/2020,11/10/2020,PENGUIN TRADING AND AGENCIES LIMITED,OC,4757,10000000,41,4455428
3573,4.1202E+19,10/27/2020,10/27/2020,11/10/2020,PENGUIN TRADING AND AGENCIES LIMITED,OC,4759,10000000,41,4455428
3574,4.1202E+19,10/27/2020,10/27/2020,11/10/2020,PENGUIN TRADING AND AGENCIES LIMITED,OC,4761,10000000,41,4455428
3575,4.1202E+19,10/27/2020,10/27/2020,11/10/2020,PENGUIN TRADING AND AGENCIES LIMITED,OC,4753,10000000,41,4455428
3576,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13474,1000000,1,5899230
3577,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13468,1000000,1,5899230
3578,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13462,1000000,1,5899230
3579,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13476,1000000,1,5899230
3580,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13464,1000000,1,5899230
3581,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13472,1000000,1,5899230
3582,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13470,1000000,1,5899230
3583,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13466,1000000,1,5899230
3584,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13480,1000000,1,5899230
3585,1.20201E+18,10/27/2020,10/27/2020,11/10/2020,UTKARSH SFATIK LIMITED,TL,13478,1000000,1,5899230
3586,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8959,10000000,300,7905165
3587,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8951,10000000,300,7905165
3588,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8957,10000000,300,7905165
3589,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8955,10000000,300,7905165
3590,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8961,10000000,300,7905165
3591,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8963,10000000,300,7905165
3592,3.00202E+20,10/27/2020,10/27/2020,11/10/2020,WELSPUN CORP LIMITED,OC,8953,10000000,300,7905165
3593,3.00202E+20,10/28/2020,10/28/2020,11/11/2020,BAJAJ AUTO LTD,OC,7782,10000000,300,4180496
3594,3.00202E+20,10/28/2020,10/28/2020,11/11/2020,BAJAJ AUTO LTD,OC,7700,10000000,300,4180496
3595,3.00202E+20,10/28/2020,10/28/2020,11/11/2020,BAJAJ AUTO LTD,OC,7780,10000000,300,4180496
3596,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OC,8114,10000000,691,3428540
3597,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13537,1000000,691,3428540
3598,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13529,1000000,691,3428540
3599,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13533,1000000,691,3428540
3600,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13539,1000000,691,3428540
3601,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13527,1000000,691,3428540
3602,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13541,1000000,691,3428540
3603,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13535,1000000,691,3428540
3604,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13525,1000000,691,3428540
3605,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,TL,13531,1000000,691,3428540
3606,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3242,100000,691,3428540
3607,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3236,100000,691,3428540
3608,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3246,100000,691,3428540
3609,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3244,100000,691,3428540
3610,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3232,100000,691,3428540
3611,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3234,100000,691,3428540
3612,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3240,100000,691,3428540
3613,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3230,100000,691,3428540
3614,6.91202E+20,10/28/2020,10/28/2020,11/11/2020,INDIA GLYCOLS LTD,OL,3238,100000,691,3428540
3615,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,CRESCENT POWER LTD,OC,7965,10000000,1,5899230
3616,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,CRESCENT POWER LTD,OC,7961,10000000,1,5899230
3617,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,CRESCENT POWER LTD,OC,7959,10000000,1,5899230
3618,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,CRESCENT POWER LTD,OC,7957,10000000,1,5899230
3619,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,CRESCENT POWER LTD,OC,7963,10000000,1,5899230
3620,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8405,10000000,1,5899230
3621,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8411,10000000,1,5899230
3622,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7968,10000000,1,5899230
3623,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7964,10000000,1,5899230
3624,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8413,10000000,1,5899230
3625,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7974,10000000,1,5899230
3626,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8403,10000000,1,5899230
3627,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8409,10000000,1,5899230
3628,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8407,10000000,1,5899230
3629,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7956,10000000,1,5899230
3630,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7958,10000000,1,5899230
3631,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7972,10000000,1,5899230
3632,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7954,10000000,1,5899230
3633,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7970,10000000,1,5899230
3634,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7962,10000000,1,5899230
3635,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7966,10000000,1,5899230
3636,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7960,10000000,1,5899230
3637,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8401,10000000,1,5899230
3638,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,8415,10000000,1,5899230
3639,1.2021E+18,1/4/2021,1/4/2021,1/18/2021,HALDIA ENERGY LIMITED,OC,7952,10000000,1,5899230
3640,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,TL,13465,1000000,1,5899230
3641,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,OL,1293,100000,1,5899230
3642,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,OL,1295,100000,1,5899230
3643,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,OL,1299,100000,1,5899230
3644,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,OL,1297,100000,1,5899230
3645,1.2021E+18,1/5/2021,1/5/2021,1/19/2021,PRAKASH DISTILLERY & CHEMICAL CO (P) LT D,OL,1290,100000,1,5899230
3646,1.2021E+18,1/7/2021,1/7/2021,1/21/2021,QUALITY MAINTENANCE VENTURE LTD,TL,13467,1000000,1,5899230
